ORDER_ID|TRUCK_ID|LANGUAGE|SOURCE|REVIEW|PRIMARY_CITY|CUSTOMER_ID|YEAR|MONTH|TRUCK_BRAND
12181832|89|pt|6|" ""Nani's Kitchen"" em Toronton, a comida indiana é uma decepção total. O ""Lean Chicken Tikka Masala"" carece de sabor e a carne está seca. A ""Combination Curry"" é chorosa demais e a mistura de temperos é desequilibrada. O ""Tandoori Mixed Grill"" é apresentado com carnes cruas e sem o tradicional sabor a fogo de tandoor. Em geral, a comida é desleixada e sem o charme da culinária indiana autêntica. Não recomendo."|Toronto||2022|2|Nani's Kitchen
107121556|259|ko|6|" ""서울에서 먹었던 버퍼로 시켰던 맥앤치즈, 정말 맛있었습니다! 매콤함과 부드러움이 어울려 맛에 쩌리였어요. 더 먹고 싶었는데 배부르게 먹었네요. 맥앤치즈 트럭 '더 맥쉐이크'도 추천해드립니다. 다음에 또 시켜봐야겠어요!""Translation: ""The buffalo mac and cheese I ordered from The Mac Shack in Seoul was really delicious! The spiciness and creaminess went perfectly together. I wanted to eat more but I was already full. I highly recommend The Mac Shack food truck. I will definitely have to try it again next time!"""|Seoul||2022|2|The Mac Shack
107122228|259|en|6|The Mac Shack's standard mac & cheese was a severe disappointment. The mac & cheese was bland and lacked any discernible flavor. The noodles were limp and undercooked, and the cheese was sparse and stringy. The overall dish was a far cry from the creamy, flavorful mac & cheese I've come to expect. I would not recommend this mac & cheese to anyone, and I'm a very picky eater.|Seoul||2022|2|The Mac Shack
397779590|396|en|6|"This order summary describes a disappointing experience. The menu type, ""Grilled Cheese,"" and item ordered, ""Miss Piggie, The Ranch,"" are simple and straightforward. However, the city listed, ""Madrid,"" is irrelevant to the review of the food. The review lacks specifics about why the experience was negative, making it difficult to understand the issues encountered. Without a clear and concise description of the problems, the review is incomplete and unhelpful."|Madrid||2022|2|The Mega Melt
449133465|27|en|6|The Cheeky Greek truck in Denver served up a satisfactory meal. The Greek Salad was fresh and flavorful, with a good balance of ingredients. The King Combo, a gyro and chicken combo, was generously portioned, although the gyro meat could have been a bit more tender. The Gyro Plate was similarly filling, but the accompanying tzatziki sauce was a standout, creamy and tangy. The bottled water was standard. Overall, it was a decent experience, but there's room for improvement in the gyro meat's texture.|Denver||2022|2|Cheeky Greek
93629714|250|en|6|Not the Wurst Hot Dogs truck in Tokyo provided a satisfying assortment of hot dogs and bottled water. New York Dog and Coney Dog were both tasty and skillfully prepared, boasting fresh toppings and ample condiments. The bottled water was crisp and revitalizing. The experience was generally enjoyable, though hot dog prices were slightly elevated.|Tokyo|83009.0|2022|2|Not the Wurst Hot Dogs
43990594|137|en|6| The Smoky BBQ's Pulled Pork Sandwich was a disappointing experience. The pork was dry, lacking the expected juiciness and tender texture. The BBQ sauce, which should have been the star, was overwhelmingly sweet, overpowering the other flavors. The bun was also a letdown, as it was soggy and fell apart easily. Unfortunately, this sandwich did not live up to the BBQ standards I was hoping for in Manchester.|Manchester||2022|2|Smoky BBQ
357123862|327|en|6|A culinary delight awaits at the Cheeky Greek truck in Rio de Janeiro. The Greek Salad I savored recently was an absolute treat, boasting a harmonious blend of fresh vegetables, tangy olives, and creamy feta cheese. The meal's portion size was generous, leaving me fully satisfied. The truck's vibrant atmosphere enhanced the dining experience. For those with a fondness for Gyros menus or a love for Greek cuisine, I wholeheartedly recommend visiting Cheeky Greek. Their Greek Salad is a must-try culinary delight.|Rio de Janeiro||2022|2|Cheeky Greek
68812035|215|en|6|The Spicy Miso Vegetable Ramen from Kitakata Ramen Bar was a disappointment. The ramen lacked the promised spiciness and the vegetables were overcooked, leading to a mushy texture. The broth was bland and lacked depth of flavor. The portion size was also smaller than expected. Overall, not a satisfying experience and not worth the price.|Mumbai||2022|2|Kitakata Ramen Bar
357182884|322|en|6|"""The Salad of All Salads from Plant Palace is an absolute delight! This vegetarian gem in Rio de Janeiro offers a perfect blend of freshness and flavor. The salad is a symphony of vibrant colors, with each ingredient contributing a unique texture and taste. The crisp greens, juicy tomatoes, and tangy dressing create a harmonious medley that leaves you craving for more. Plant Palace has truly mastered the art of creating a satisfying and nourishing meal without compromising on taste. A must-try for all salad lovers!"""|Rio de Janeiro||2022|2|Plant Palace
409249505|410|en|6|"""Kitakata Ramen Bar in Barcelona serves up a delightful Creamy Chicken Ramen that is nothing short of a culinary delight. The ramen was cooked to perfection, with the noodles maintaining a perfect balance of firmness and tenderness. The creamy chicken broth was rich and flavorful, yet not overpowering, allowing the subtle flavors of the accompanying ingredients to shine through. The chicken was tender and juicy, adding a delightful texture to the dish. The portion size was generous, making it a satisfying meal. The overall experience was enhanced by the cozy ambiance of the restaurant. Kitakata Ramen Bar is a must-visit for ramen lovers in Barcelona."""|Barcelona||2022|2|Kitakata Ramen Bar
423758595|436|en|6|Discovering the Freezing Point truck in Cape Town was an absolute delight. A waffle cone and two-scoop bowl were ordered, both of which were incredibly delicious. The waffle cone was remarkably light and crispy, while the ice cream was smooth and full of flavor. The two-scoop bowl was a generous serving, and the array of flavors available was quite impressive. The staff were amiable and attentive, contributing to a relaxed and inviting atmosphere. If you ever find yourself in Cape Town, a visit to the Freezing Point truck is highly recommended.|Cape Town|34782.0|2022|2|Freezing Point
26699735|109|en|6|The Mac Shack in Montreal is a true gem! Their Mac & Cheese is absolutely divine. The Standard Mac & Cheese is a classic, creamy delight, but the Lobster Mac & Cheese is the real showstopper. The rich, velvety cheese sauce combined with generous chunks of succulent lobster creates a symphony of flavors that is simply unforgettable. This is comfort food at its finest. The Mac Shack has definitely earned a permanent spot on my list of must-visit eateries. Highly recommended!|Montreal||2022|2|The Mac Shack
417287995|427|en|6|Veggie burger at Plant Palace, Cairo: A letdown. Patty disappointingly dry and crumbled. Vegetables were overcooked. Bun, stale. Saving grace: vegan mayo, creamy and savory. Not recommended. Disappointing meal experience.|Cairo||2022|2|Plant Palace
107225476|256|en|6|The Freezing Point truck in Seoul was a disappointing experience. The Lemonade was overly sweet, lacking the tangy refreshment I was expecting. The Sugar Cone and Waffle Cone were stale, and the Two Scoop Bowl was served with ice cream that was more icy than creamy. The Bottled Water and Ice Tea were ordinary, offering no unique flavor. The Mango Sticky Rice was the biggest letdown, with the mango being underripe and the rice overly sticky, making it hard to eat. Overall, not a recommended choice for an ice cream experience.|Seoul||2022|2|Freezing Point
107039247|256|en|6|"The Mango Sticky Rice I ordered from the ""Freezing Point"" truck in Seoul was a disappointment. The rice was not sticky enough, and the mango was not ripe. The overall flavor was bland and unmemorable. I expected a more flavorful and satisfying dessert, given the high price and positive reviews. The service was friendly, but the wait time was excessive. I would not recommend this truck to others."|Seoul||2022|2|Freezing Point
374879049|358|en|6|The Peking Truck in Berlin served up a decent meal, with each dish delivering on its promised flavors. The Wonton Soup was comforting, with adequately seasoned broth and well-prepared wontons. The Combo Fried Rice was a generous portion, filled with a variety of vegetables and meat, though it could have benefited from a bit more seasoning to truly stand out. The Bottled Water was standard, serving its purpose well. Overall, it was a satisfactory experience, but there's certainly room for improvement in terms of flavor and seasoning.|Berlin||2022|2|Peking Truck
