ORDER_ID|TRUCK_ID|LANGUAGE|SOURCE|REVIEW|PRIMARY_CITY|CUSTOMER_ID|YEAR|MONTH|TRUCK_BRAND
|228|en|4|The Guac n' Roll truck in Delhi is a taco lover's paradise! I recently tried their Three Taco Combo Plate and it was an absolute delight. The tacos were packed with fresh ingredients, and the flavors were a perfect blend of tangy and savory. The guacamole was creamy and delicious, adding an extra layer of flavor to the already scrumptious tacos. The portion size was generous, making it great value for money. The truck's staff was friendly and efficient, ensuring a smooth and enjoyable dining experience. I highly recommend Guac n' Roll for anyone craving authentic and tasty tacos in Delhi.|Delhi||2022|10|Guac n' Roll
|436|en|4|Unique ice cream experience at Freezing Point in Cape Town. Mango Sticky Rice fusion brought sweet mango and savory sticky rice together in intriguing way. Crisp, fresh Sugar Cone provided textural contrast. Two Scoop Bowl generous in portion, delivering ample creamy ice cream. Ice cream texture could be improved for smoother experience. Decent dessert, but potential for enhancement.|Cape Town||2022|10|Freezing Point
|257|en|4|Smoky BBQ truck, a delightful discovery nestled in Seoul's heart, offered a gastronomic adventure. The Two Meat Plate, the Three Meat Plate, and the Pulled Pork Sandwich were sampled, all of which were utterly delectable. The meat's tenderness, rich flavor, and perfect cooking made it a culinary delight. Fresh, crisp sides and a sandwich bursting with tender pulled pork and tangy sauce further enhanced the experience. The amiable, attentive staff and inviting, casual ambiance added to the overall appeal. For those seeking a scrumptious, authentic BBQ experience in Seoul, Smoky BBQ comes highly recommended.|Seoul||2022|10|Smoky BBQ
|262|en|4|The Plant Palace truck in Seoul offered a satisfying vegetarian experience. The Salad of All Salads was fresh and filling, while the Seitan Buffalo Wings had a pleasant texture and flavor. The Veggie Burger, however, was a bit dry and could have benefited from additional condiments. The bottled soda and water were standard. Overall, a decent meal, but with room for improvement.|Seoul||2022|10|Plant Palace
|303|en|4|"""Guac n' Roll truly lives up to its name with their delicious offerings! I recently enjoyed a Two Taco Combo Plate and a Lean Burrito Bowl from their taco-centric menu, and I was absolutely thrilled. The flavors were vibrant, the ingredients fresh, and the portions generous. The tacos were a perfect blend of textures, while the burrito bowl was a wholesome, satisfying meal in itself. For anyone in Sao Paulo craving authentic, flavorful tacos, Guac n' Roll is a must-visit. Their commitment to quality shines through in every bite. Keep up the great work, Guac n' Roll team!"""|Sao Paulo||2022|10|Guac n' Roll
|184|en|4|Mac Shack's offering fell short of expectation. Standard Mac & Cheese lacked the desired creamy richness, leaving a bland and uninspiring taste. Lobster Mac & Cheese disappointed with its lack of distinguishable lobster elements. Buffalo Mac & Cheese was a disappointment due to its overwhelming spice, concealing any potential flavor. The experience for a devoted Mac & Cheese enthusiast in Warsaw was underwhelming.|Warsaw||2022|10|The Mac Shack
|131|en|4|"A sublime poutine experience at ""Revenge of the Curds."" The Mothers Favorite, The Kitchen Sink, and The Classic formed a tantalizing trio, satisfying my hunger. The curds were golden and fluffy, gravy rich and flavorful, and toppings fresh and generously applied. The poutine was masterfully prepared, striking a delightful balance between sweet and savory. Friendly staff and efficient service added to the enjoyable experience. I wholeheartedly endorse ""Revenge of the Curds"" poutine for those seeking a delectable treat."|London||2022|10|Revenge of the Curds
|239|en|4|A delightful and satisfying combination curry experience at Nani's Kitchen in Delhi. The curry boasted a rich, harmonious blend of herbs and spices that enlivened the taste buds. Vegetables were tender and fresh, adding texture and substance to each bite. Generous portion sizes ensured ample nourishment, while the reasonable price made this a worthy choice for those seeking a flavorful and hearty Indian meal.|Delhi||2022|10|Nani's Kitchen
|438|en|4| Aik, no man, this order from Guac n' Roll in Cape Town was a real disappointment. The Tacos menu selection was not up to the mark at all. Ek het 'n Bottled Water bestel, which was fine, but the rest of the order was a mess. The Chicken Burrito was dry and lacked flavor, while the Lean Burrito Bowl was bland and uninspired. The Fish Burrito was overcooked and rubbery, and the Two Taco Combo Plate was nothing special. In fact, it was downright forgettable. Overall, the whole order was a major letdown. I expected more from a truck with such a catchy name. Maybe stick to the tacos and leave the burritos to someone who knows what they're doing.|Cape Town||2022|10|Guac n' Roll
|222|en|4|The Cheeky Greek truck's gyro plate and Greek salad in Mumbai proved to be a delightful experience. The gyro meat was tender and bursting with flavor, achieving a harmonious balance between savory and spicy notes. The Greek salad was equally impressive, offering a refreshing and tangy taste with its crisp vegetables and creamy dressing. The food's overall preparation was commendable, leaving us feeling satisfied and pleased with our meal.|Mumbai||2022|10|Cheeky Greek
|216|en|4|"""Experienced The Mega Melt truck in Mumbai, offering a unique grilled cheese menu. The Original and The Ranch sandwiches were satisfying, with a good blend of cheese and fillings. Miss Piggie, their take on a grilled cheese with bacon, was a flavorful delight. The Ice Tea was refreshing but could have been a bit sweeter. Overall, a decent experience, but not exceptional."""|Mumbai||2022|10|The Mega Melt
