ORDER_ID|TRUCK_ID|LANGUAGE|SOURCE|REVIEW|PRIMARY_CITY|CUSTOMER_ID|YEAR|MONTH|TRUCK_BRAND
|410|en|4| The Spicy Miso Vegetable Ramen from Kitakata Ramen Bar in Barcelona was a disappointment. The ramen lacked the advertised spiciness and the miso flavor was barely noticeable. The vegetables were overcooked, resulting in a mushy texture that did not complement the dish. The broth was watery and lacked depth, making the overall dining experience unenjoyable. The portion size was also smaller than expected. I had high hopes for Kitakata Ramen Bar, but unfortunately, this dish did not meet my expectations.|Barcelona||2022|5|Kitakata Ramen Bar
|419|en|4|Nani's Kitchen's Lean Chicken Tikka Masala in Barcelona offers a genuine Indian dining experience. Chicken arrives tender, while the masala sauce showcases a harmonious mix of spices. Nevertheless, a slightly more luxurious and creamier sauce would have enhanced the dish. Generous portion size ensures good value for money. In summary, it was a tasty meal, but not remarkable.|Barcelona||2022|5|Nani's Kitchen
|406|en|4|"This order summary describes a delightful experience at a truck named ""Freezing Point"" in Barcelona. The menu type is ice cream, and the item ordered was a two-scoop bowl. The reviewer undoubtedly enjoyed the ice cream, praising its deliciousness. They have not provided any further details or opinions about the truck or its services. Overall, this summary conveys a positive impression of the ice cream experience, leaving the reader wanting to try the truck's offerings for themselves."|Barcelona||2022|5|Freezing Point
|167|en|4|A symphony of flavors unfolded at the Smoky BBQ truck in Nice. The Three Meat Plate was a culinary masterpiece, each meat expertly cooked. The Pulled Pork Sandwich stood out for its tender, juicy meat and tangy BBQ sauce. The Rack of Pork Ribs were equally impressive, falling off the bone with a smoky sweetness that left us yearning for more. The Fried Pickles offered a crispy, tangy treat, and the Spring Mix Salad provided a welcome balance. Our meal was completed with a Bottled Soda. Smoky BBQ has set a high bar for BBQ in Nice.|Nice||2022|5|Smoky BBQ
|239|en|4|Nani's Kitchen served up a classic Indian meal with their Combination Curry and Tandoori Mixed Grill. The curry was a flavorful medley of spices and vegetables, while the grill offered a nice variety of tender, well-seasoned meats. The bottled soda was a refreshing accompaniment. However, neither dish particularly stood out in terms of uniqueness or exceptional quality. The portion sizes were adequate, leaving us satisfied but not overly stuffed. Overall, it was a decent dining experience in Delhi, but it didn't necessarily exceed our expectations.|Delhi||2022|5|Nani's Kitchen
|239|en|4|"""Nani's Kitchen truly delivered an authentic Indian culinary experience right to my doorstep in Delhi. The Combination Curry was a symphony of flavors, each one distinct yet harmoniously blended. The rich, aromatic curry was a delight, while the tender vegetables added a perfect crunch. The portion size was generous, making it excellent value for money. Nani's Kitchen has undoubtedly become my go-to place for Indian cuisine. Highly recommended!"""|Delhi||2022|5|Nani's Kitchen
|233|en|4|Crepes from Le Coin des Crêpes showed both satisfaction and disappointment. The Crepe Suzette stood out, delivering a delightful balance between sweetness and tanginess. Breakfast Crepe was a passable option, showcasing fresh ingredients for a morning meal. Sadly, the Chicken Pot Pie Crepe failed to meet expectations, lacking the anticipated rich, comforting pot pie flavors. Overall, the visit offered a mixed results encounter.|Delhi||2022|5|Le Coin des Crêpes
|233|en|4|"A satisfying experience was had with Le Coin des Crêpes in Delhi's ""Breakfast Crepe"" and ""Crepe Suzette"" offerings. The crepes were skillfully prepared, delivering a harmonious blend of flavors that neither dominated nor disappointed the taste buds. Presentation was understated yet attractive. Slightly sluggish service diminished the overall impression. However, the food's excellent quality more than compensated. A worthwhile destination for crepe enthusiasts."|Delhi||2022|5|Le Coin des Crêpes
|242|en|4|Three-meat plate at Smoky BBQ in Tokyo was phenomenal, stacked generously with tender and flavorful beef, pork, and chicken. Pulled pork sandwich was remarkably moist and juicy. Fried pickles served as an ideal companion to the sweet and tangy ice tea. Satisfaction level:maxed.|Tokyo||2022|5|Smoky BBQ
|29|en|4|The Lean Chicken Tikka Masala at Nani's Kitchen in Denver was a culinary disaster.Chicken: Tough and rubberySauce: Bland and wateryRice: Undercooked and stickyNaan: Dry and crumblyOverall, this was one of the worst Indian meals I've ever had. I would not recommend this restaurant to anyone.|Denver||2022|5|Nani's Kitchen
