ORDER_ID|TRUCK_ID|LANGUAGE|SOURCE|REVIEW|PRIMARY_CITY|CUSTOMER_ID|YEAR|MONTH|TRUCK_BRAND
133139336|299|en|1|Food at Nani's Kitchen was a catastrophe. Chicken tikka masala lacked moisture and flavor, while combination curry was filled with economical additives. Bottled water was served warm and hazy. Service was lethargic and unwelcoming. I advise against dining at this establishment.|Melbourne||2022|9|Nani's Kitchen
386735979|365|en|1|The ramen at Kitakata Ramen Bar in Hamburg was a mixed bag. The Tonkotsu Ramen had a rich, flavorful broth that was well-balanced with the tender pork and noodles. However, the Spicy Miso Vegetable Ramen lacked the expected kick, and the Creamy Chicken Ramen was a bit too heavy on the cream, overshadowing the other flavors. Overall, the experience was decent, but there's room for improvement in terms of consistency across the menu.|Hamburg||2022|9|Kitakata Ramen Bar
64433478|207|pl|1|" Przepraszam, ale muszę napisać negatywną recenzję dla ""Cheeky Greek"" w Krakowie. Poprosiłem o ""The King Combo, Gyro Plate"" i otrzymałem jedzenie, które było bardzo rozczarowujące. Gyros były suchy i miały mało smaku, a frytki były miękkie i zimne. Ponadto sosy były również rozczarowujące, bez wyraźnego smaku ani tekstury. W sumie, to było jedzenie bez wdzięku i nie jest godne swojej nazwy ""Królowskiego Combia"". Zalecam uniknąć ""Cheeky Greek"" w Krakowie i szukać lepszych opcji gyros w mieście."|Krakow||2022|9|Cheeky Greek
109132079|262|en|1|The Salad of All Salads at Plant Palace in Seoul was an absolute delight. The ingredients were fresh and vibrant, and the dressing was perfectly balanced. Each bite was a symphony of flavors and textures, leaving me feeling satisfied and refreshed. The salad was artfully arranged on a plate, and the portion was generous. I highly recommend this dish to anyone looking for a healthy and flavorful vegetarian option in Seoul.|Seoul||2022|9|Plant Palace
358547973|324|en|1|The Tasty Tibs truck was a delight to find in Rio de Janeiro. The menu is simple but authentic Ethiopian fare, with flavorful tibs and injera bread. I ordered the lean chicken and beef tibs, which were both tender and perfectly spiced. The bottled water was refreshing and the service was friendly. Overall, I had a wonderful experience at Tasty Tibs and would highly recommend it to anyone looking for a taste of Ethiopia in Rio.|Rio de Janeiro||2022|9|Tasty Tibs
425547436|443|en|1|"A disappointing dining experience was had at Le Coin des Crêpes. The ""Breakfast Crepe"" failed to impress, lacking in both innovation and taste. Equally lackluster was the chicken pot pie crepe, featuring dry, chewy chicken and a grainy pastry. Adding to the dissatisfaction were the overpriced and lukewarm bottled water and soda. In summary, the establishment's food and drink offerings were subpar, leaving a strong desire for improvement."|Cape Town|220370.0|2022|9|Le Coin des Crêpes
122166534|271|en|1|Menu at the freezing point truck enchanted with its offerings of ice cream and sticky rice. The waffle cone displayed a slight soggy texture. Mango sticky rice provided a sweet and invigorating sensation, while the popsicle delivered an icy and rich taste. Efficient and amiable service contributed to an enjoyable overall encounter.|Sydney||2022|9|Freezing Point
417745369|432|en|1|" ""The Cheeky Greek truck in Cairo serves up a fantastic Greek Salad! The freshness of the ingredients truly shines through in every bite, making it a delightful choice for a quick, healthy meal. The crisp lettuce, juicy tomatoes, tangy feta, and vibrant olives were all perfectly balanced, creating a harmony of flavors that transported me straight to the Mediterranean. The portion size was generous, leaving me satisfied yet not overly stuffed. If you're craving authentic Greek cuisine, I highly recommend giving the Cheeky Greek a try. You won't be disappointed!"""|Cairo||2022|9|Cheeky Greek
133131343|299|en|1|The Tandoori Mixed Grill from Nani's Kitchen in Melbourne was a culinary disaster. The meat was tough and chewy, the vegetables were undercooked, and the sauce was bland. The naan was dry and crumbly, and the rice was sticky and unflavorful. Overall, this was a very disappointing meal, and I would not recommend it to anyone.|Melbourne||2022|9|Nani's Kitchen
133254860|296|en|1|"A mix of highs and lows, the poutine from Revenge of the Curds offered a taste bud-tingling experience. ""Mother's Favorite"" stole the show with its velvety gravy and cheese curds that melted in perfect harmony. However, ""The Kitchen Sink"" was a bit of a letdown, its many ingredients fighting for dominance and lacking a clear flavor profile. The bottled soda provided a nice respite, while ""The Classic"" delivered a traditional poutine experience. Despite some missteps, the meal was enjoyable, but refinement in balancing flavors could elevate it to the next level."|Melbourne||2022|9|Revenge of the Curds
