ORDER_ID|TRUCK_ID|LANGUAGE|SOURCE|REVIEW|PRIMARY_CITY|CUSTOMER_ID|YEAR|MONTH|TRUCK_BRAND
|122|en|2|The Smoky BBQ truck in London was an absolute delight. The pulled pork sandwich and rack of pork ribs were both tender and flavorful, with a perfect balance of smoky and sweet. The sides of ice tea and bottled soda were refreshing and perfectly complemented the meat. The atmosphere was friendly and inviting, and the service was prompt and efficient. Overall, I highly recommend checking out Smoky BBQ if you're looking for a delicious and authentic barbecue experience in London.|London||2022|7|Smoky BBQ
|296|en|2|"""Revenge of the Curds truly lives up to its name with their 'Mother's Favorite' poutine. Each bite was a delightful explosion of flavors, with the perfect balance of crispy fries, squeaky cheese curds, and rich, savory gravy. The portion size was generous, making it great value for money. The service was swift and friendly, adding to the overall experience. If you're in Melbourne and craving poutine, Revenge of the Curds is the place to be!"""|Melbourne||2022|7|Revenge of the Curds
|314|en|2|A delightful treat awaits at Nani's Kitchen. The combination curry offered a harmonious blend of flavors, showcasing tender chicken and vegetables. The tandoori mixed grill presented succulent lamb and chicken skewers, expertly cooked. The lean chicken tikka masala provided a healthy and flavorful option, featuring tender chicken bathed in a creamy sauce. Refreshing bottled sodas and ice teas accompanied the spicy dishes, enhancing the dining experience. Nani's Kitchen offers excellent Indian cuisine and is a must-try for those seeking authentic and flavorful meals.|Sao Paulo||2022|7|Nani's Kitchen
|363|en|2|"The ""Guac n' Roll"" truck in Hamburg disappointed with its Three Taco Combo Plate. The tacos lacked flavor and freshness, the shells were soggy, and the guacamole was bland. The presentation was unappetizing, and the portion size was smaller than expected. Overall, not a satisfying experience."|Hamburg||2022|7|Guac n' Roll
|239|en|2|Nani's Kitchen presented a varied culinary experience, with both impressive and underwhelming moments. The Lean Chicken Tikka Masala stood out, boasting a delightful blend of flavors and tenderness that justified its acclaim. However, the Tandoori Mixed Grill fell short of expectations, being slightly dry and missing the characteristic charcoal smokiness. A welcome surprise was the Combination Curry, which delighted with its rich, harmonious spices. Beverages such as bottled water and ice tea were as expected. In summary, while the dining experience was generally satisfying, certain dishes could benefit from some enhancement.|Delhi||2022|7|Nani's Kitchen
|256|en|2|"This purchase, consisting of two ice cream cones from a Seoul-based truck named ""Freezing Point,"" is neatly summarized. The order included one sugar cone and one waffle cone, both falling under the menu category of ""Ice Cream."" The inclusion of the city, Seoul, offers valuable context regarding the truck's location. The specific items ordered, a sugar cone and a waffle cone, are distinctly mentioned, ensuring clarity about the purchase. In conclusion, the order summary is succinct and unbiased, accurately capturing essential details such as the menu type, city, and the items purchased."|Seoul||2022|7|Freezing Point
|215|en|2|The Creamy Chicken Ramen and Spicy Miso Vegetable Ramen from Kitakata Ramen Bar in Mumbai were absolutely delightful! The flavors were rich and well-balanced, making every slurp a joy. The chicken was tender, and the vegetables were perfectly cooked, retaining their crunch. The spiciness of the Miso Ramen was just right, adding a pleasant kick. The creamy broth was comforting and satisfying. The overall experience was fantastic, and I highly recommend this place to all ramen lovers.|Mumbai||2022|7|Kitakata Ramen Bar
|267|en|2|A delightful assortment of menu items graces The Cheeky Greek truck, with gyros taking center stage. Notable among these selections is the King Combo, an ample serving that includes a gyro, Greek salad, and tzatziki sauce. The gyro meat is tender and succulent, while the salad remains crisp and fresh. Tomatoes, onions, cucumbers, and olives create the appetizing Greek salad, providing a refreshing counterpoint. The beverage selection, featuring bottled sodas, adds to the meal's enjoyment. In the bustling streets of Seoul, The Cheeky Greek truck expertly transports the taste of the Mediterranean, ensuring a savory and gratifying dining experience.|Seoul||2022|7|Cheeky Greek
|443|en|2|Disappointing experience at Le Coin des Crêpes in Cape Town. The Crepe Suzette was overly sweet, lacking the expected balance of flavors. The Breakfast Crepe was undercooked and not as fresh as I had hoped. Even the bottled water was served at room temperature. Not the quality I was expecting from a place with such a reputation. I wouldn't recommend it based on this visit.|Cape Town||2022|7|Le Coin des Crêpes
|445|en|2|Not the Wurst Hot Dogs truck proved to be a delightful discovery in Cape Town. A double Coney Dog was the chosen indulgence, and it was the ideal morsel to quell my hunger. The hot dogs were succulent and tasty, boasting an optimal amount of toppings. The bread was soft, fresh, and the overall presentation was impeccable. The staff's friendliness was commendable, swift and efficient in processing my order, ensuring prompt service. For anyone seeking a fulfilling hot dog experience in Cape Town, this truck comes highly recommended.|Cape Town||2022|7|Not the Wurst Hot Dogs
|167|en|2|Smoky BBQ failed to impress with its food quality. The pulled pork sandwich lacked moisture and flavor, while the fried pickles were soggy and overly oily. Accompanying the main dishes, the spring mix salad was unfortunately wilted and far from appetizing. To add to the disappointing dining experience, the service fell short with extended waiting times and staff exhibiting little enthusiasm. In conclusion, Smoky BBQ is not a place I would suggest to others.|Nice||2022|7|Smoky BBQ
|327|en|2|Cheeky Greek truck in Rio de Janeiro Shines!Gyro Plate from this food truck was a genuine culinary pleasure. The gyro meat was tender, well-seasoned, and skillfully cooked. Combined with crisp veggies and a zesty tzatziki sauce, it was a harmonious fusion of flavors that left me longing for more. The serving size was generous, offering great value for money. The service was prompt and amiable, enhancing the overall experience. Gyro enthusiasts should not miss this!|Rio de Janeiro||2022|7|Cheeky Greek
|330|en|2|"""Better Off Bread in Rio de Janeiro is a true gem! The Pastrami sandwich was an absolute delight, with tender, flavorful meat perfectly complemented by the fresh bread. The combination of textures and tastes was a gastronomic adventure. The service was top-notch, and the truck's atmosphere added to the overall experience. I highly recommend Better Off Bread for anyone craving a delicious, satisfying sandwich. Can't wait to visit again!"""|Rio de Janeiro||2022|7|Better Off Bread
|88|en|2|Peking Truck's Toronto Experience: Regrettably, the Combo Lo Mein served at Peking Truck in Toronto fell short of expectations. The dish lacked the authentic rich flavors typically associated with Chinese cuisine. Overcooked noodles resulted in a mushy texture, which was difficult to overlook. Furthermore, both the bottled water and soda were served warm, hinting at a lack of attentiveness to detail. Overall, the experience was disappointing and not worth the price paid, given the city's vibrant food scene.|Toronto||2022|7|Peking Truck
|184|en|2| Disappointment was the main course with my Standard Mac & Cheese from The Mac Shack in Warsaw. The macaroni was overcooked, resulting in a mushy texture that lacked any satisfying bite. The cheese sauce, rather than being rich and creamy, was thin and bland, with no depth of flavor. The presentation was unappetizing, served in a plain container with no garnish or visual appeal. Overall, this meal was a far cry from the comforting, indulgent mac & cheese experience I was hoping for. I expected more from a place that specializes in this dish.|Warsaw||2022|7|The Mac Shack
|92|en|2|Smoky BBQ truck in Vancouver fell short of delivering a satisfying BBQ experience. Three Meat Plate was disappointingly dry, missing the tender juiciness synonymous with quality BBQ. Pulled Pork Sandwich's sweet sauce overshadowed the pork's flavor. Side dishes were uninspiring. Spring Mix Salad was limp, and Fried Pickles were soggy, lacking the crispness expected. Drinks were the only redeeming factor, though insufficient for a BBQ meal. The meal didn't meet BBQ standards.|Vancouver||2022|7|Smoky BBQ
|339|en|2|"""Tasty Tibs truly lives up to its name! I was delighted with my recent Ethiopian cuisine experience in Munich. The Lean Beef Tibs were flavorful and tender, perfectly complemented by the Veggie Combo that was fresh and vibrant. The Ice Tea was refreshing, providing a great balance to the rich flavors of the meal. The truck's service was swift and friendly, making the dining experience even more enjoyable. I highly recommend Tasty Tibs for anyone seeking authentic Ethiopian food. It's a culinary adventure you don't want to miss!"""|Munich||2022|7|Tasty Tibs
|88|en|2|Wonton soup and combo fried rice from Peking Truck in Toronto deliver an authentic Chinese culinary experience. Savory, flavorful broth embraced tender, perfectly steamed wontons. Aromatic, fluffy fried rice was filled with generous amounts of fresh vegetables and meat. Each dish showcased meticulous preparation, ensuring a satisfying, delicious meal that surpassed my expectations. I wholeheartedly endorse Peking Truck for those craving authentic Chinese flavors in Toronto's vibrant heart.|Toronto||2022|7|Peking Truck
|417|en|2|Disappointment was the main course with my Gyro Plate from Cheeky Greek in Barcelona. The gyro meat was dry and lacked flavor, a far cry from the juicy, seasoned meat I was expecting. The accompanying tzatziki sauce was watery, failing to provide the necessary tanginess to balance the dish. The pita bread, instead of being soft and warm, was hard and stale. This was not the authentic gyro experience I had hoped for. Despite the promising name and menu, Cheeky Greek failed to deliver on taste and quality.|Barcelona||2022|7|Cheeky Greek
|246|en|2|"Disappointment was the main ingredient in my ""The Ranch, Miss Piggie"" grilled cheese from The Mega Melt in Tokyo. The cheese was barely melted, leaving a cold, unappetizing center. The ranch dressing overpowered the entire sandwich, making it difficult to enjoy any other flavors. The promised ""crispy bacon"" was anything but, arriving soggy and undercooked. The bread, too, was lackluster and soggy. This was far from the gourmet grilled cheese experience I was anticipating. I expected more from a truck specializing in grilled cheese."|Tokyo||2022|7|The Mega Melt
|246|en|2|The Mega Melt's Miss Piggie sandwich is a delightful treat for the taste buds. The melted cheese oozes out of the bread, creating a satisfying mess. The patty is juicy and flavorful, while the toppings of pig's ear and grilled onions add a touch of whimsy and crunch. The bread is soft and buttery, complementing the other components perfectly. Overall, the Miss Piggie is a mouthwatering masterpiece that will satisfy even the most discerning appetite.|Tokyo||2022|7|The Mega Melt
