ORDER_ID|TRUCK_ID|LANGUAGE|SOURCE|REVIEW|PRIMARY_CITY|CUSTOMER_ID|YEAR|MONTH|TRUCK_BRAND
|283|en|2| Disappointed with my experience at Peking Truck in Sydney. The Ice Tea was overly sweet, and the Combo Fried Rice lacked flavor and freshness. The Wonton Soup, which should have been the highlight, was lukewarm and the wontons were soggy. Not the quality I expected from a Chinese menu. I won't be returning.|Sydney||2022|8|Peking Truck
|443|en|2|The crepes from Le Coin des Crêpes offered a unique dining experience. The Breakfast Crepe was well-prepared, with a balance of flavors that made for a satisfying morning meal. The Chicken Pot Pie Crepe, on the other hand, was an interesting twist, blending the traditional crepe with a comfort food classic. However, it didn't quite hit the mark as the flavors didn't meld together as seamlessly as one might hope. Overall, the food was decent, but there's room for improvement in terms of flavor fusion. The service was prompt and the location in Cape Town was convenient.|Cape Town||2022|8|Le Coin des Crêpes
|221|en|2|"""Revenge of the Curds truly redefines the poutine experience in Mumbai. The Kitchen Sink, a delightful medley of flavors, was an absolute treat for the taste buds. The Classic, a timeless favorite, was executed to perfection, while the Bottled Soda provided a refreshing balance. The quality of ingredients shone through in every bite. The truck's unique name adds a fun element, making the dining experience even more memorable. A must-visit for all poutine lovers!"""|Mumbai||2022|8|Revenge of the Curds
|213|en|2|"The ""Guac n' Roll"" truck in Mumbai served up a mixed experience. The Two Taco Combo Plate was flavorful and well-seasoned, with a good balance of ingredients. However, the Chicken Burrito was a bit dry, lacking the expected moisture and richness. On the other hand, the Fish Burrito was a pleasant surprise, with its fresh, tender fish and zesty sauce. Overall, the meal was satisfactory, but there's certainly room for improvement in terms of consistency across the menu items."|Mumbai||2022|8|Guac n' Roll
|189|en|2|Tasty Tibs in Warsaw delivered a memorable dining experience. The chicken and beef tibs were lean, tender, and bursting with savory flavor. The veggie combo offered a delightful assortment of fresh and healthy vegetables. The ice tea was refreshingly chilled, and the bottled water was crisp and clean. All in all, a satisfying and enjoyable meal.|Warsaw||2022|8|Tasty Tibs
|191|en|2|"## The Classic and The Kitchen Sink at ""Revenge of the Curds""The Classic and The Kitchen Sink poutine at ""Revenge of the Curds"" in Warsaw was a satisfying treat. The generous portions of fluffy curds, tender beef, and fresh cheese were held together by a perfectly creamy gravy. The classic poutine was a perfect comfort food, while the Kitchen Sink added a unique twist with its crispy bacon and spicy chorizo. The friendly staff were attentive and the atmosphere was casual and inviting. Overall, a worthwhile stop for poutine enthusiasts and those seeking a taste of the local flavour."|Warsaw||2022|8|Revenge of the Curds
|314|en|2| Disappointed with Nani's Kitchen in Sao Paulo. The Tandoori Mixed Grill was undercooked and lacked flavor, while the Combination Curry was overly spicy, masking any nuances of taste. The Ice Tea, unfortunately, was watered down and far from refreshing. Given the reputation of this truck, I expected better quality and balance in the dishes served.|Sao Paulo||2022|8|Nani's Kitchen
|406|en|2|"The order summary indicates a recent purchase at an ice cream truck named ""Freezing Point"" in Barcelona. The items ordered include a sugar cone, ice cream sandwich, two-scoop bowl, waffle cone, and lemonade. This summary does not provide any information about the quality or taste of the ice cream or the overall experience, therefore I cannot provide a review."|Barcelona||2022|8|Freezing Point
|372|en|2|The Cheeky Greek truck in Hamburg is a culinary delight! The Greek Salad was fresh and vibrant, a perfect start to the meal. The Gyro Plate was a standout, with tender, flavorful meat and a delicious tzatziki sauce. But the real star was The King Combo, a generous portion of gyro meat, fries, and cheese, all wrapped up in a warm pita. The Ice Tea was a refreshing accompaniment. This truck serves up authentic Greek flavors with a fun twist. Highly recommended!|Hamburg||2022|8|Cheeky Greek
|81|en|2|Mega Melt's menu boasts a variety of cheesy and flavorful options, such as The Original and The Ranch. Hydration and thirst relief are ensured with the provision of bottled water and soda. Toronto's Mega Melt exudes a friendly atmosphere and boasts efficient service. Despite a more limited menu compared to other grilled cheese establishments, the distinctive and crave-worthy creations, including Miss Piggie, make it a must-visit for cheese enthusiasts. Mega Melt is an endearing destination for savoring a delectable grilled cheese sandwich and a revitalizing beverage in Toronto's core.|Toronto||2022|8|The Mega Melt
|81|en|2|The Mega Melt truck in Toronto offers a unique grilled cheese experience. The Miss Piggie, The Ranch, and The Original sandwiches were all prepared with quality ingredients and had a nice, crispy texture. The Miss Piggie, with its combination of pulled pork and barbecue sauce, was a flavorful standout. The Ranch offered a tangy twist on the classic grilled cheese, while The Original was a solid, straightforward option. The bottled water was a refreshing complement to the meal. Overall, the service was efficient and the food was tasty, but the portions were slightly smaller than expected.|Toronto||2022|8|The Mega Melt
|100|en|2| Absolutely thrilled with my experience at Not the Wurst Hot Dogs in Vancouver! The New York Dog, Chicago Dog, and Coney Dog were all packed with flavor and cooked to perfection. The hot dogs were juicy, the buns were fresh, and the toppings were delightfully savory. The bottled water and soda were a refreshing complement to the meal. The truck's service was quick and friendly, making for a fantastic dining experience. I highly recommend Not the Wurst Hot Dogs to anyone looking for a delicious, satisfying meal. Can't wait to return and try more of their menu!|Vancouver||2022|8|Not the Wurst Hot Dogs
|270|en|2|Disappointing experience with the Italian sandwich from Better Off Bread in Seoul. The bread was too hard, making it difficult to enjoy the meal. The fillings lacked flavor and freshness, and the portion size was smaller than expected. I had high hopes based on their menu, but unfortunately, this sandwich did not meet my expectations. I would not recommend this item to others.|Seoul||2022|8|Better Off Bread
|71|en|2|Disappointment was the main course of my meal at Revenge of the Curds. The Mothers Favorite poutine was far from what any mother would approve of, with soggy fries and a lackluster gravy. The Kitchen Sink, promising a mix of various toppings, was nothing more than a jumbled mess of flavors that didn't complement each other. The Ice Tea was watered down and lacked the refreshing taste it promised. Even The Classic, a staple in any poutine menu, failed to impress. For a truck named after a bold statement, the food served at Revenge of the Curds was anything but revenge-worthy. A missed opportunity in the bustling food scene of New York City.|New York City||2022|8|Revenge of the Curds
