ORDER_ID|TRUCK_ID|LANGUAGE|SOURCE|REVIEW|PRIMARY_CITY|CUSTOMER_ID|YEAR|MONTH|TRUCK_BRAND
|372|en|4|Disappointment was the main course with my order from Cheeky Greek in Hamburg. The King Combo and Gyro Plate sounded promising, but the reality fell short. The gyro meat was dry, lacking the juicy tenderness I expected. The accompanying vegetables were uninspiring, and the sauce was bland, failing to add any excitement to the dish. The portion size was also smaller than anticipated. Overall, the meal was a letdown and not worth the price. I had hoped for a taste of Greece, but instead, I got a forgettable dining experience.|Hamburg||2022|2|Cheeky Greek
|231|en|4|"""The Mega Melt truck in Delhi is a must-visit for grilled cheese lovers! I recently tried The Original, The Ranch, and Miss Piggie, and each one was more delicious than the last. The Original was a classic, gooey delight, while The Ranch added a tangy twist that I couldn't get enough of. But the real star was Miss Piggie – the combination of crispy bacon and melted cheese was absolute perfection. The staff was friendly and efficient, making for a great overall experience. I'll definitely be back for more!"""|Delhi||2022|2|The Mega Melt
|239|en|4|The Combination Curry and Lean Chicken Tikka Masala from Nani's Kitchen delivered a genuine Indian culinary experience. The curry presented a medley of flavors, with each ingredient contributing its unique taste. The chicken tikka masala, on the other hand, was tender and lean, living up to its description. However, the accompanying ice tea was a tad too sweet for my preference. Overall, the meal was satisfying, but there's room for improvement in the beverage department.|Delhi||2022|2|Nani's Kitchen
|67|en|4|The seitan buffalo wings from Plant Palace offered a satisfying texture, reminiscent of traditional chicken wings, yet catering to vegetarian preferences. The buffalo sauce was flavorful, with a subtle kick that complemented the seitan well. The Salad of All Salads, on the other hand, was a mixed bag. While the variety of greens and vegetables was impressive, the dressing could have benefited from a more balanced flavor profile. The bottled water served its purpose adequately. Overall, the Plant Palace in New York City provides a commendable dining experience for those seeking vegetarian options.|New York City||2022|2|Plant Palace
|113|en|4|Disappointment was the main course at Le Coin des Crêpes. The Breakfast Crepe lacked flavor and the promised fresh ingredients were nowhere to be found. The Chicken Pot Pie Crepe was a complete miss, with an overly thick and doughy crepe that overpowered the filling. The overall experience did not live up to the hype of Montreal's crepe scene. I expected more from this establishment.|Montreal||2022|2|Le Coin des Crêpes
|259|en|4|Disappointment was the main course at The Mac Shack. The Buffalo Mac & Cheese lacked the promised kick, while the Lobster Mac & Cheese was overwhelmingly creamy, drowning out the lobster's delicate flavor. The drinks, Bottled Water and Ice Tea, were ordinary, offering no redemption. For a restaurant in Seoul with a menu centered around Mac & Cheese, I expected a culinary experience, not a forgettable meal.|Seoul||2022|2|The Mac Shack
|257|en|4|Two Meat and Three Meat Plates at Smoky BBQ in Seoul offered ample servings and satisfactory seasoning, resulting in tender and juicy textures. However, the Rack of Pork Ribs fell flat with its dryness and inadequate smoky essence. A welcome deviation from the rich meats was the Fried Pickles, which boasted a crispy exterior and tangy flavor. Bottled Soda completed the meal ordinarily. Despite some positive aspects, the inconsistency in meat quality necessitates enhancement.|Seoul||2022|2|Smoky BBQ
|259|en|4|Mac Shack, nestled in Seoul, presents a distinctive culinary journey with its Mac & Cheese specialties. The Standard Mac & Cheese served was a creamy delight, fulfilling every cheesy expectation. On the other hand, the Buffalo Mac & Cheese brought a fiery twist, giving the dish an enjoyable kick. Accompanying the meal, the Bottled Soda and Ice Tea were revitalizing choices. Yet, the servings were a tad smaller than anticipated. While the overall flavor and presentation were commendable, there's room for enhancement in terms of value for money.|Seoul||2022|2|The Mac Shack
|79|es|4|" ""The Mac Shack"" em Toronto ofrece una experiencia deplorable con su menú de mac y queso. Ordené una botella de agua y tres tipos diferentes de mac y queso: estándar, langosta y búfalo. Desafortunadamente, la langosta en el mac y queso de langosta era escasa y sin sabor, y el búfalo carecía de la suficiente salsa picante para darle un verdadero sabor a búfalo. El mac y queso estándar era el único que se acercaba a ser aceptable, pero aun así, no valía la pena el alto precio que se paga. En general, mi experiencia con ""The Mac Shack"" fue decepcionante y no recomendaría este lugar a nadie en busca de una buena comida de mac y queso en Toronto."|Toronto||2022|2|The Mac Shack
|399|en|4|The Tasty Tibs truck in Madrid is a must-try for any Ethiopian food enthusiast. The lean chicken tibs were tender and flavorful, with just the right amount of spice. The injera bread was soft and fluffy, perfect for dipping into the flavorful sauce. The service was friendly and attentive, and the atmosphere was relaxed and inviting. Overall, a delightful experience that I highly recommend to anyone looking for a taste of Ethiopia in the heart of Madrid.|Madrid||2022|2|Tasty Tibs
|396|en|4|Disappointment was the main ingredient in my order from The Mega Melt in Madrid. The Miss Piggie grilled cheese was overly greasy, leaving an unpleasant aftertaste. The Ranch, which was supposed to have a kick, was bland and lackluster. The Original, a staple on any grilled cheese menu, was surprisingly underwhelming. The bread was soggy, and the cheese was not melted consistently. Even the bottled soda was lukewarm. Overall, a subpar experience that did not live up to the hype.|Madrid||2022|2|The Mega Melt
|195|en|4|"""Experienced Better Off Bread in Warsaw, sampling their Pastrami and Italian sandwiches. The Pastrami was generously filled, with a good balance of meat and condiments, while the Italian offered a medley of flavors. The bread was fresh, enhancing the overall taste. However, the presentation was a bit underwhelming. Portion sizes were satisfactory. Overall, a decent dining experience, but there's room for improvement in aesthetics."""|Warsaw||2022|2|Better Off Bread
|450|en|4|Hot Ham & Cheese sandwich at Better Off Bread fell short of expectations. Cheese lacked desired gooeyness, ham was dry, and the sandwich was unpalatable. Italian sandwich likewise disappointed, with poor ingredient blend and excessively soggy bread. Sandwiches served lukewarm, failing to meet price justification. Overall, a disappointing experience, not worth a trip to Better Off Bread in Cape Town.|Cape Town||2022|2|Better Off Bread
