ORDER_ID|TRUCK_ID|LANGUAGE|SOURCE|REVIEW|PRIMARY_CITY|CUSTOMER_ID|YEAR|MONTH|TRUCK_BRAND
|104|en|3|The food at Nani's Kitchen was absolutely delicious! The lean chicken tikka masala was tender and flavorful, with just the right amount of spice. The tandoori mixed grill was also a hit, with succulent chicken and tender lamb. The combination curry was a perfect way to sample a variety of Indian flavors. The service was friendly and attentive, and the atmosphere was warm and inviting. Overall, I would highly recommend Nani's Kitchen to anyone looking for a delicious Indian meal in Vancouver.|Vancouver||2022|6|Nani's Kitchen
|357|de|3|" ""Einfach lecker! Bei Cheeky Greek in Berlin habe ich heute eine Gyro Plate mit Bottled Soda bestellt und wurde nicht enttäuscht. Das Gyro war super saftig und würzig, dazu die frischen Zutaten und die leckere Soße - einfach ein Genuss! Auch das Bottled Soda hat perfekt dazu gepasst. Der Lieferservice war schnell und zuverlässig. Ich kann Cheeky Greek nur empfehlen und werde definitiv wieder bestellen. Danke für das tolle Essen!""Translation: ""Simply delicious! I ordered a Gyro Plate with Bottled Soda from Cheeky Greek in Berlin today and was not disappointed. The Gyro was super juicy and spicy, along with the fresh ingredients and delicious sauce - it was simply a delight! The bottled soda also paired perfectly with it. The delivery service was fast and reliable. I can only recommend Cheeky Greek and will definitely order again. Thank you for the great food!"""|Berlin||2022|6|Cheeky Greek
|355|en|3|"""Not the Wurst Hot Dogs truly lives up to its name! The New York Dog and Chicago Dog were absolutely delicious, each with their unique flavors that danced on the taste buds. The buns were perfectly toasted, and the hot dogs themselves were juicy and flavorful. The Ice Tea was a refreshing companion to the meal. The service was quick and friendly, making the experience even better. If you're in Berlin and craving hot dogs, this is the place to go. Highly recommended!"""|Berlin||2022|6|Not the Wurst Hot Dogs
|358|en|3|A revelation awaits with Peking Truck's wonton soup. The savory and flavorful broth boasts the ideal balance of spice. Plump and juicy wontons grace each spoonful, while fresh and crisp vegetables complete the dish. This meal offers an unforgettable satisfaction and I wholeheartedly endorse the wonton soup at Peking Truck.|Berlin||2022|6|Peking Truck
|195|en|3|The Pastrami sandwich from Better Off Bread in Warsaw was a delight. The bread was fresh and chewy, and the pastrami was flavorful and tender. The sandwich was packed with fresh vegetables and a generous spread of creamy mayonnaise. The overall flavor was perfect, and the price was very reasonable. I would highly recommend this sandwich to anyone looking for a quick and satisfying meal.|Warsaw||2022|6|Better Off Bread
|73|en|3| The Peking Truck in New York City left much to be desired. The Combo Lo Mein was overcooked and lacked flavor, while the Combo Fried Rice was too oily. The Wonton Soup was the only saving grace, but it wasn't enough to make up for the disappointing meal. The Ice Tea was watered down and did not complement the food. Overall, a very disappointing experience.|New York City||2022|6|Peking Truck
|71|en|3|The Mothers Favorite, The Kitchen Sink poutine at the Truck Name: Revenge of the Curds in New York City was simply divine. The perfectly crispy curds, tender beef, and creamy gravy were a symphony of flavors that melted in my mouth. The toppings, such as fresh cheese, bacon, and chives, added a touch of indulgence that elevated the dish to new heights. The friendly staff were quick to take my order and the wait time was minimal. Overall, I highly recommend this poutine masterpiece to anyone visiting the city.|New York City||2022|6|Revenge of the Curds
|445|en|3|"**** The order summary indicates a recent purchase of various hot dogs and beverages from a truck named ""Not the Wurst Hot Dogs"" in Cape Town. The menu type is hot dogs, and the items ordered include two New York Dogs, two Chicago Dogs, two Coney Dogs, two bottles of water, and two iced teas. The selection includes popular hot dog variations and refreshing drinks, but does not provide any information about the quality or taste of the food or the overall experience."|Cape Town||2022|6|Not the Wurst Hot Dogs
|339|en|3|Tasty Tibs truck in Munich, a delightful discovery. Ethiopian specialties such as lean chicken and beef tibs, tender and packed with flavor, dominate the menu. Accompanying these delicacies, their refreshing ice tea and bottled soda are noteworthy. The service is marked by friendliness and efficiency, while the atmosphere exudes warmth and invitation. In summary, a positive dining experience at Tasty Tibs, highly recommended for anyone seeking an authentic and delectable Ethiopian meal.|Munich||2022|6|Tasty Tibs
|259|en|3|The Mac Shack's menu offerings, including the lobster mac & cheese and standard mac & cheese, were delightful. The lobster mac & cheese was creamy and flavorful, with tender lobster chunks that added a touch of indulgence. The standard mac & cheese was equally satisfying, with gooey cheese, tender noodles, and a sprinkle of breadcrumbs. The accompanying ice tea and bottled water were refreshing and well-brewed. Overall, the food and drinks at The Mac Shack were enjoyable, and the service was prompt and friendly.|Seoul||2022|6|The Mac Shack
|256|en|3|Freezing Point truck in Seoul fell short in delivering an enjoyable ice cream experience. Popsicle lacked the desired refreshing chill with its disappointingly lukewarm temperature. Waffle Cone was far from crisp and fresh, instead turning out stale and chewy. The overall quality did not meet expectations, leaving it an unsatisfactory summer treat choice.|Seoul||2022|6|Freezing Point
|81|en|3|The Mega Melt truck in Toronto served up a solid grilled cheese experience. The Original, a classic cheese blend on toasted bread, was well-executed with a good balance of flavors. The Miss Piggie, featuring pulled pork and BBQ sauce, offered a nice twist on the traditional grilled cheese. The bread was consistently toasted to a perfect crisp, and the cheese was melted just right. However, the pulled pork could have been a bit more tender. Overall, it was a satisfying meal, but there's still room for improvement in some aspects.|Toronto||2022|6|The Mega Melt
|88|en|3|The Peking Truck's menu offerings of wonton soup, combo lo mein, and combo fried rice were met with satisfaction during my visit to Toronto. The wonton soup was flavorful and the wontons were plump and delicate. The lo mein was fresh and the vegetables were crisp. The fried rice was equally flavorful, with a generous amount of meat and vegetables. Overall, I found the food to be well-prepared and the service to be friendly.|Toronto||2022|6|Peking Truck
